f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,target
-2.74352,-0.974625,-1.03635,5.86162,-0.872803,-3.71948,0.783137,1.0061,-2.6481,-3.02616,0.43511,1.15652,-0.491189,-1.11391,-0.478765,-1.13719,1.45322,0.0463118,-2.70193,-4.51246,-0.317767,-4.18603,1.49232,3.11618,-0.835495,4.04675,-0.520059,5.52366,1.21479,1.44769,1
-1.26361,-0.997591,-0.873356,1.30939,-0.936995,-1.71679,1.75674,2.81335,-3.48015,-4.25121,1.06833,0.486183,-2.54381,-3.02335,-1.47671,-0.0353329,0.0671976,1.21369,-0.955254,-6.26305,-1.01628,-2.76185,-1.04587,2.49648,2.96248,1.55386,-0.832425,3.31325,4.05736,3.11614,0
-0.835629,-0.817326,0.507092,1.52683,-0.793222,0.422375,-2.28915,-2.11602,-0.64327,1.59756,0.0071202,1.19277,0.901819,2.01648,0.917198,-3.20791,4.02339,-2.19441,-1.20377,2.31535,0.0401847,-2.84385,-0.794441,2.96359,-3.22859,3.32754,0.648216,3.51688,-0.227855,2.53163,0
0.7265,-0.640969,-0.204331,2.76386,0.409132,-1.2726,-0.817943,-0.343669,-0.084838,0.906622,0.168212,-0.0359752,0.0757881,1.1923,-0.434364,-0.719213,0.775565,-0.25129,-0.750908,0.826729,0.69836,-0.615178,1.62407,0.884083,-1.83292,1.47102,1.18119,1.79846,-1.36348,-0.511793,0
-0.647757,1.06808,-1.02165,3.15469,-0.67898,-2.74044,-2.64743,5.2372,-3.90877,2.93249,-0.356277,-3.57601,-1.80495,1.68595,0.248656,0.368973,-1.14799,0.354291,1.27614,-0.0837763,2.75222,2.63053,-1.74971,3.44421,1.57285,-0.0739712,-0.0407155,3.23879,-0.581959,-0.396532,0
1.24911,-0.221018,1.27145,-1.92937,0.438793,1.55308,0.011259,-4.11955,1.84254,-0.345634,-0.436583,2.73135,0.473078,-0.0323873,-0.24513,-0.930611,2.04244,-1.39006,-1.51131,1.78713,-2.01625,-2.18103,-1.16122,-0.944983,-2.10564,0.671568,1.32036,-1.75704,-0.492873,-0.677095,1
-1.81078,-0.496043,-0.389343,-2.97399,0.171366,1.0215,-0.91456,-0.742457,-1.70449,-0.436074,-1.00897,1.53623,-1.58375,-0.881593,0.550937,-0.639749,1.74219,1.00056,-0.838919,-0.246157,-1.97658,-1.70353,-0.399175,1.65327,0.962175,0.143652,1.01039,-0.542143,1.7818,0.595958,0
0.145865,-0.672478,0.727154,2.65834,0.371728,-2.27103,1.44602,4.46405,-2.2442,-1.94794,1.58099,-2.09364,0.0582121,-1.45619,0.169371,1.22998,-2.35297,-1.18743,0.848128,-4.43186,1.36495,0.914912,0.0612018,0.892907,2.87225,-0.139722,-0.198898,2.41143,1.70605,1.29971,0
0.710289,0.629934,0.682423,2.03037,-0.469861,-1.50379,1.79193,-0.671187,-0.0252052,-2.9206,-0.315451,1.5414,-0.517087,-1.60946,-1.21137,0.184498,0.0865522,0.634611,-1.75688,-2.94306,-1.11034,-2.41206,0.172264,-0.184433,-0.280058,1.39878,0.644851,0.992467,0.634036,-0.211955,0
0.856974,-0.509583,1.54812,0.723591,0.463049,-2.8073,-0.182899,5.22572,-5.07675,-1.51978,-2.34321,-1.42638,-0.422478,-2.08547,-0.189185,1.59991,-1.68012,0.812053,-0.0813408,-4.74613,-0.178746,0.355166,-2.10741,3.0333,4.46839,-0.624169,-1.10158,1.69987,2.54179,-0.363869,0
-0.378875,0.430826,0.51464,1.14964,0.259106,0.207743,1.82258,-3.4148,2.65255,-2.00727,0.322097,2.26188,-0.790024,-0.541709,-0.468326,-0.573337,0.908378,0.0377425,-1.57615,-0.290004,-1.09229,-2.40308,-0.773528,-1.86724,-2.43347,1.45638,-0.936208,-0.254243,-0.635469,-0.0792547,1
0.182564,-0.720885,0.664575,2.30494,-0.354626,-0.665024,0.400567,0.000799502,0.801052,0.0354442,-1.22543,-0.460448,-0.952533,0.617556,-0.846808,-0.307106,-0.16479,-0.623445,0.0533021,0.0231637,1.01932,0.0142446,-0.0233633,-0.330646,-1.15453,0.836563,0.703082,1.30816,-0.801987,0.427657,0
1.02872,0.869337,-1.93875,-3.89168,-0.436249,3.98539,2.21485,-2.88246,3.39735,-1.76482,0.554555,1.26449,-0.010737,-0.951244,0.403528,-0.83018,0.603635,-1.49467,1.13935,0.399684,-0.863152,-0.612246,-0.943168,-2.86987,-0.247137,-0.616272,-0.216354,-2.06306,1.71273,3.58845,0
1.12654,0.367467,-1.191,2.76764,-0.150961,-1.50527,-1.79721,0.399514,-0.62375,2.23522,1.17816,-0.80646,-3.07011,1.90716,0.429523,-0.546228,0.53962,0.336005,-0.349787,1.78485,1.23604,0.404075,0.123972,1.35781,-1.6834,1.02121,-1.73949,1.70549,-1.9714,-1.2466,0
0.737017,-0.326481,-0.0969295,1.47702,-0.180611,1.5683,1.39435,-3.15478,3.16382,-1.01202,-0.435838,1.18971,0.866397,0.701139,0.660974,-2.1448,1.84513,1.04193,-0.1844,0.809717,0.429686,-2.0736,-1.07374,-1.29666,-3.21397,2.29429,-2.2113,1.73926,-0.113952,3.50284,1
-0.630246,-3.02172,0.214991,2.95046,0.531824,-0.781201,-0.399349,1.14648,1.03107,1.91233,-1.63391,-2.12913,0.175499,1.90317,0.184984,-0.0426907,-1.03682,0.47029,1.24687,1.50226,2.56993,2.08124,0.13582,-0.516934,-1.2707,0.117241,-1.01783,1.35565,-1.97007,0.0090218,1
-0.452803,-0.530384,-1.73458,3.86341,0.560537,-1.29744,0.744084,0.441073,0.933915,-0.183087,-0.217838,-0.867741,-0.165081,0.782365,0.631954,-0.385189,-0.423921,0.0861379,0.100389,-0.467917,1.6645,0.0108528,-0.174647,-0.331888,-1.50118,1.34902,-0.402683,2.33782,-1.02541,0.809902,1
0.0930267,0.269923,-0.906154,1.78335,1.14548,-1.71363,-3.62192,2.07148,-2.35078,4.24671,0.00515168,-1.99052,0.31572,2.64912,-0.0352259,-0.158825,0.242379,-0.0743519,0.327433,2.91618,1.68228,1.98685,1.33955,2.68098,-0.559465,-0.0120277,0.68087,1.33579,-2.22779,-2.29252,0
1.08487,0.11461,-0.13893,0.602563,0.923617,0.526703,-1.97048,-0.811003,0.651188,2.96696,-0.453547,-0.68459,-2.08873,2.39548,-0.445379,-1.11847,1.09668,-0.0254757,0.488767,3.48711,1.20712,0.853669,1.49111,0.546353,-2.07403,0.473314,0.127459,0.586501,-1.83529,-0.0880491,0
3.0067,-0.465403,0.0768782,-3.32395,0.552965,2.04964,-2.15122,-1.8015,-1.79339,0.685851,-0.164895,1.90659,0.141164,0.211752,0.438696,-2.2867,3.71156,0.952713,-0.868504,1.39724,-1.88257,-2.61957,-0.664751,2.88782,-0.332559,1.29928,-2.9729,0.676184,1.92817,2.37007,0
-1.03642,0.722376,-0.101631,2.33111,1.99727,-1.78794,-2.42303,-1.13994,-0.683821,2.44998,-0.707139,0.54843,-0.189894,1.92476,-0.355943,-0.562472,1.38316,0.617698,-1.66103,2.59343,0.0176097,-0.61786,-0.607586,1.55459,-2.51361,1.27718,1.22952,0.770945,-2.70729,-3.19069,0
-1.53972,-1.4449,-1.86224,-0.421371,-0.256913,1.13928,2.16685,-5.06374,4.15448,-1.933,-0.228951,3.04304,-1.05879,-0.638475,-0.587295,-0.158644,0.746854,-0.0358241,-1.70416,0.837935,-1.82251,-2.16305,-1.27373,-3.43562,-2.89509,0.606039,1.16776,-2.46096,-1.32095,-1.37365,1
-1.59703,0.661385,0.0837883,2.10818,-1.1405,-1.11972,2.0896,3.57957,-1.09753,-2.38617,-0.95845,-1.8455,1.03477,-1.46621,-1.52582,0.645258,-1.95555,0.551895,1.24913,-4.21919,1.43965,0.594495,2.44176,0.179803,2.3933,0.0959569,0.312869,2.45043,2.14546,2.92515,0
-1.64749,-1.3245,-0.556833,2.16849,-0.36822,-0.906089,-3.2149,0.808936,-3.36429,2.00749,-0.156908,-0.12595,0.877317,1.83919,0.438523,-2.76566,3.42751,0.611849,-0.840942,0.980549,0.60627,-2.11083,-0.1175,4.98675,-1.36303,3.10352,0.199139,4.86216,0.594842,2.56276,0
0.605536,-0.118166,2.2839,2.24045,-1.48733,-0.965347,0.195422,1.93494,-0.637707,-0.00403015,0.54792,-1.43971,-1.21196,0.320318,1.80127,-0.109796,-0.647452,-0.357091,0.707676,-1.04752,1.49144,0.608155,0.538426,0.655793,0.309769,0.53954,-0.819374,2.12448,0.200716,1.34435,0
-0.169101,0.467196,-1.32868,-4.86244,0.0469039,3.00592,-1.51974,-4.34938,0.8452,0.933475,0.615217,2.94953,0.818134,0.289223,0.952798,-1.4642,3.15178,-0.602216,-1.16056,3.25534,-2.70529,-2.03777,-0.320721,0.169862,-1.44915,0.0646172,1.41195,-2.63985,0.24307,-0.224291,1
-0.0106712,2.04167,-1.84458,3.7709,-0.354549,-1.59613,1.43541,3.15858,-0.975397,-1.58783,1.23762,-1.89915,0.420023,-0.460766,0.141602,-0.137618,-1.16617,0.316249,0.92419,-3.32588,2.02486,0.160165,-0.940829,0.808595,0.962261,1.1942,-1.34085,3.8023,1.30649,3.12377,0
1.28666,-0.810179,1.27635,0.00534567,-0.737049,-1.37552,-0.402934,4.49341,-0.693866,2.25918,-0.206159,-3.83449,1.59506,0.504502,-1.18487,3.16331,-4.5081,0.551905,2.53856,0.33073,2.31107,5.61288,0.960303,-1.36032,2.9883,-3.80497,0.18166,-2.33774,-1.64439,-3.53788,0
-0.892565,-0.696557,-1.99447,-1.88756,1.60752,1.58954,1.08458,-1.77699,1.2613,-1.34893,-1.62441,1.30113,-0.510014,-0.856321,0.693055,-0.394751,0.646736,-0.0586445,-0.16305,-0.258276,-1.09513,-1.1099,0.46777,-1.07109,-0.145876,0.00958637,0.147106,-1.03211,0.991594,1.24682,0
-0.632903,0.308993,0.315571,-1.24804,-2.32685,1.46378,-0.327291,-4.08414,2.30112,0.534557,1.33754,2.19217,-0.305743,0.737645,-0.800331,-1.00745,1.88456,-0.0888079,-1.17923,2.71922,-1.30632,-1.51584,-0.75428,-1.14989,-2.72505,0.660709,0.479402,-1.58953,-1.3251,-0.919757,1
0.280661,-1.92215,2.66449,3.39583,0.31491,-1.21073,1.92989,3.27114,-0.924046,-2.23434,-0.733562,-1.85257,-0.610103,-0.885344,0.579925,-0.24255,-1.17188,0.217513,1.1355,-3.9769,1.94158,-0.0598009,-1.68627,0.700735,1.35768,1.21725,-0.371384,3.95721,2.03338,4.11086,0
-1.47721,-1.41201,0.375459,1.44452,-0.497918,-1.34339,-2.45096,5.87219,-3.89123,2.90797,-0.383115,-4.19805,1.3027,1.48772,0.63461,0.15362,-1.27253,0.36586,2.48962,-0.169374,3.05385,3.31132,1.0831,3.33364,2.62299,-0.72426,-0.844646,3.05507,0.638521,1.60296,0
-1.47561,-0.299006,-0.216099,0.216107,-0.272399,-0.504587,1.90483,-0.2232,-1.26856,-3.98016,1.45431,1.96365,1.02739,-2.59357,-1.17145,-0.433621,0.948063,-1.41827,-1.589,-4.26545,-1.88495,-3.44229,-0.582488,0.957895,1.07677,1.61633,-0.0246095,1.57431,2.91184,2.17236,0
-1.11756,0.302361,1.06604,4.56494,-0.169581,-3.47516,0.122319,0.586231,-1.85911,-1.47432,-0.433982,0.85372,-2.85074,-0.512519,-0.652464,-0.0874989,0.508293,-0.996009,-2.37792,-2.54158,-0.356381,-2.43141,0.0846066,1.90749,-0.861779,2.39467,2.42346,2.97116,-0.39091,-1.36227,0
-0.0917243,0.306999,-1.23373,2.39882,0.628605,-0.349679,0.133892,2.34106,-0.414294,0.380012,0.100962,-2.14163,-0.833728,0.815523,0.0420586,-0.70649,-0.463229,-0.270207,1.53527,-0.732429,2.33018,0.983638,0.642673,0.820494,0.182697,0.774662,0.458424,3.0357,0.535965,3.10305,0
-2.2911,1.31524,-1.71139,0.575958,0.172507,-0.269363,-0.740603,2.62428,-2.02227,0.486629,-0.598166,-1.59034,-0.0494646,0.255434,-0.519253,-0.500039,0.00829996,0.247006,1.06778,-0.930282,1.18396,0.601075,-0.899688,1.96971,1.34097,0.30554,1.62533,2.27421,1.3294,2.34575,1
-0.405121,-0.186396,-2.16773,3.32159,0.710833,-0.328028,1.48023,0.616088,1.05506,-1.15726,-0.909623,-0.912432,0.510638,0.299185,1.5135,-1.03612,-0.05243,0.724671,0.676425,-1.41418,1.78282,-0.511215,-0.000127143,-0.247732,-1.05034,1.73457,1.16006,3.20831,0.446297,3.46181,0
0.710111,-0.419159,0.425572,0.453824,0.494987,-1.01275,-2.99878,0.114472,-3.19552,1.67254,-0.147245,0.744879,-1.50878,0.985558,0.528686,-1.45903,2.65839,-1.81273,-1.49865,1.00657,-0.747411,-1.83237,0.27058,3.95099,-0.638768,1.74498,-0.486345,2.15702,0.137572,-0.307747,0
-0.601423,0.629705,-0.272439,3.61524,0.535053,-2.2177,-0.984318,-3.16488,0.652658,0.549566,0.458378,2.24359,-0.760471,1.17536,0.396641,-0.799846,1.91701,-1.6683,-3.10148,1.58207,-0.926347,-2.65098,0.373662,0.57089,-3.92492,2.49792,-0.536936,0.941585,-2.91885,-3.43981,0
-1.16411,-0.774747,1.11198,5.36606,-0.31796,0.300431,3.6589,-0.0583604,3.36381,-2.84102,0.473298,-1.10965,1.39825,0.212862,0.505816,-1.93023,-0.132928,1.73612,1.32546,-2.51131,2.94555,-1.17937,-1.15591,-1.76227,-2.3161,3.01448,0.142623,5.01943,0.906365,6.7866,0
-0.0684728,0.547447,1.10086,1.82851,-0.17392,-2.16957,1.07243,3.20511,-2.66005,-2.31051,-0.351972,-0.699697,-0.761707,-1.82538,-0.177296,0.886075,-1.22719,0.465274,-0.280603,-4.34019,0.0473826,-0.526808,-0.0803862,1.46768,2.51774,0.346492,-1.16439,2.02325,1.95059,0.705922,0
-2.0969,-0.190076,0.637376,1.27114,-0.749504,-0.239873,-1.71419,-0.454983,-1.3302,1.02891,0.136172,0.435698,-0.358225,1.16061,-0.403398,-1.91681,2.42455,0.590645,-0.766167,0.922219,0.12988,-1.73172,1.71617,2.58683,-1.4847,2.14321,0.280423,2.74343,0.153495,1.60299,0
1.15956,-1.34455,-0.453892,1.50597,1.77607,-0.673865,-1.24891,-1.23778,-0.684964,0.600729,-2.22641,1.04748,-0.105918,0.858426,-2.54174,-1.36637,2.05842,-1.84411,-1.40063,0.859023,-0.381115,-1.9314,-1.01218,1.73289,-1.86129,1.95706,1.35028,1.78952,-0.539718,0.0392471,0
-1.71648,0.512791,0.521491,4.85011,0.810539,-2.87682,1.46512,-0.0114304,-0.759246,-2.83642,-0.649994,1.18292,-1.41076,-1.03547,0.867901,-0.473452,0.576894,-0.649959,-2.21867,-3.47637,-0.303268,-3.13226,-0.203684,1.05976,-1.15981,2.91336,1.23458,3.46949,0.31788,0.404747,1
0.0512497,0.314579,-1.15092,-1.55041,0.15249,0.343786,-2.24608,0.757238,-3.36993,0.694956,0.937049,0.528862,-0.735452,0.0533928,-0.23555,-1.50352,2.45921,0.157914,-0.548133,-0.0829269,-0.952826,-1.67295,-0.571423,3.77323,0.910909,1.10782,1.06939,1.86028,2.00614,1.88291,0
-1.35308,0.539122,-0.41121,-0.817317,-0.766047,0.733776,-2.44998,-0.323064,-1.77777,1.80381,-2.17024,0.305785,1.49303,1.23788,-0.805804,-1.88333,2.59878,0.590336,-0.255015,1.75454,-0.183612,-1.12226,0.206054,2.86095,-0.713895,1.28356,0.935001,1.72183,0.575867,1.6504,1
0.290995,1.0725,0.861841,-1.81999,0.946866,0.491902,-2.3214,-1.06499,-2.72273,0.53447,2.43855,1.84905,-0.646252,0.0578988,0.624626,-1.78807,3.32513,0.220728,-1.57631,0.602357,-1.91052,-2.79755,-0.448911,3.48517,-0.205673,1.57603,1.54145,1.20291,1.46397,0.935466,0
-1.52621,0.28961,-0.00217957,2.41977,1.15012,-0.826167,-0.421508,-0.822069,0.366901,0.475404,-0.439003,0.267515,0.817707,0.983376,0.189029,-0.889502,0.944966,-0.804681,-0.740671,0.701361,0.508292,-0.93434,0.985611,0.538408,-1.9504,1.56247,-0.915299,1.67601,-1.07735,0.0404862,0
1.52063,-0.349648,1.45531,0.251657,-0.239828,-2.45144,-1.14671,6.98917,-2.6956,2.84571,-2.85321,-5.1233,0.622271,0.398055,0.824645,3.93419,-5.47548,2.05374,3.02957,-0.491103,2.84683,6.8088,2.09676,-0.148509,4.69635,-4.52858,1.11766,-1.91852,-1.31017,-4.19454,0
0.198153,-0.171225,-0.116555,-1.12505,-0.57335,0.552835,-1.42779,-2.83321,1.25212,1.90307,-1.75714,1.32018,-0.627671,1.23349,1.43758,-0.203617,1.10791,0.840121,-1.00527,3.3719,-0.936018,-0.166012,-1.22801,-0.613855,-2.09068,-0.208496,0.262282,-2.14185,-2.20433,-2.93471,1
3.16836,-0.709243,0.321735,-0.311771,-2.18906,-0.483487,-3.08328,0.889259,-3.12317,2.2148,-0.390059,-0.110591,0.636339,1.16359,0.985836,-1.18424,2.03237,1.07832,-0.541586,1.34764,-0.195571,-0.640743,0.73305,3.64835,0.0499429,0.918223,1.35942,1.70163,0.267228,0.0568507,1
0.506953,0.566433,-1.0865,3.42176,0.591307,-0.647455,1.98019,1.19271,0.486061,-2.09434,0.555638,-0.830724,-0.774586,-0.421134,2.06968,-0.843483,-0.267985,0.244661,0.537082,-2.72975,1.53423,-0.899888,1.00897,-0.004561,-0.31654,1.81978,1.27816,3.55345,1.22396,3.86438,0
0.0787637,-0.637643,-0.494423,2.70314,-0.517752,-0.744625,0.94222,2.4258,-0.771347,-1.05486,-0.106857,-1.58782,-0.837143,-0.135509,-0.306848,-0.610273,-0.463854,-0.65954,1.00703,-2.3436,1.77007,0.00787893,-2.14872,0.934483,0.633775,1.18371,-1.62002,3.44602,1.3705,3.50923,0
-0.0264718,0.940734,-0.603325,1.8786,0.832844,0.421399,2.69206,0.902176,1.78938,-2.12083,0.196393,-1.10538,-1.19801,-0.646164,-0.705534,-0.184289,-1.23611,-0.666903,1.39244,-2.26153,1.59102,0.288931,1.22789,-1.67467,0.169012,0.498565,-0.410369,1.73085,1.11544,3.63768,0
-0.135944,2.42328,-1.91916,2.48115,-0.569996,-1.02211,2.35708,-0.00778993,-0.662092,-4.11139,-0.977651,1.41926,-0.12773,-2.05463,-0.870857,-0.95197,0.933188,2.85604,-1.3952,-4.51815,-0.788288,-3.57332,-0.475879,0.88038,0.0912394,2.61898,0.5476,3.29622,2.52956,3.32628,0
0.976648,0.793036,-1.32981,1.35361,-0.581088,1.25151,2.14403,-4.36792,4.55505,-1.37461,-0.596032,1.88337,0.181738,0.359416,-0.0453239,-1.09329,0.950732,0.806053,-0.778315,1.13872,-0.194353,-1.78455,0.995447,-3.09535,-3.68589,1.51292,0.676883,-0.324205,-1.37437,0.932093,1
-1.29417,-0.196139,0.385452,-3.71009,1.15047,1.66866,-0.44498,-1.32019,-1.07855,-0.859643,-0.2585,1.86102,-1.16746,-1.15643,0.407187,-0.680594,1.78318,-2.85488,-0.732528,-0.261066,-2.24994,-1.85294,0.270355,1.05075,0.957327,-0.024893,2.13787,-1.07436,2.05956,1.01079,0
0.0169649,0.353218,-0.874611,2.87321,1.03147,-1.33372,1.76601,2.81705,-1.42706,-2.59949,1.01442,-1.08036,0.113899,-1.30139,1.18105,-0.244368,-0.703792,-0.661206,0.442364,-4.24883,1.08983,-0.850039,1.11037,1.10715,1.47463,1.36866,-1.66813,3.65748,2.30344,3.57144,0
-0.761911,-0.448976,0.483175,2.43022,-0.446942,-1.08963,-1.12689,4.70341,-2.27393,1.75997,-0.670484,-3.66598,-0.632921,1.27346,-0.764798,-0.186968,-1.19702,-0.598278,2.30167,-0.628111,3.15091,2.53649,-0.0693308,2.13756,1.56098,-0.00937983,0.571812,3.42686,0.543451,2.54027,0
0.82638,1.27486,0.186411,-1.82218,0.479697,1.00011,-1.86606,-1.12691,-1.59976,0.77863,-1.17816,1.29285,-0.619294,0.367867,-1.01784,-1.63488,2.71585,0.0339375,-0.83218,1.11465,-1.24901,-1.89733,0.765858,2.42015,-0.420675,1.11794,0.298614,0.782331,1.06163,1.24563,0
-0.21983,-1.04266,-0.585483,1.13831,-2.58026,-1.82989,-0.695845,4.20363,-3.48406,0.0150363,0.269246,-1.9236,0.00330431,-0.528616,0.271738,0.707386,-1.13308,-0.284195,0.659081,-2.43497,0.921895,1.01275,1.81808,2.43298,2.73852,-0.297667,-0.395168,2.00928,1.38939,0.505647,0
-0.934803,-0.618345,0.510898,2.75863,-0.42487,-1.26552,0.870912,3.59645,-1.474,-0.966554,0.861134,-2.21011,2.1299,-0.345101,0.372895,0.00519429,-1.23927,-0.58886,1.28768,-2.87742,1.999,0.745479,-0.833728,1.1157,1.55784,0.61049,0.55417,3.30262,1.46033,2.95037,0
-0.658701,0.563327,-0.676732,-1.71589,-0.443507,0.379163,-1.57062,-2.70538,-1.47518,-0.205467,-1.93883,2.98661,0.992196,-0.311291,-0.409456,-1.46447,3.29793,-0.32399,-2.46273,0.691782,-2.71436,-3.50082,1.03705,2.25252,-1.09402,1.64038,-0.323257,0.070689,0.725962,-0.469581,0
-0.747303,-0.0872507,-1.01121,2.11621,0.77415,0.179764,1.93238,-1.47772,5.02617,0.796238,0.125839,-1.19952,0.858023,1.32542,-1.08508,1.27138,-2.6411,1.6163,1.26147,2.20085,2.05698,2.84575,-0.698421,-4.83237,-2.33403,-1.29635,-0.0748311,-2.18454,-3.56031,-2.1249,1
0.505985,0.378789,-0.148042,-1.37955,1.07647,-0.806971,-3.92762,1.99946,-5.78275,1.71346,0.915296,0.323657,-2.0633,0.309842,1.74228,-1.45124,2.92637,1.2693,-1.1169,-0.0472316,-1.21885,-1.76964,0.0169888,5.93491,1.6002,1.25442,-2.70568,2.5337,2.03346,0.699684,0
0.0065101,1.3215,-0.255718,2.291,-0.0686647,-2.05593,-2.14391,4.16455,-3.89491,1.68296,0.0476985,-2.3542,-0.780017,0.921343,-0.486398,-0.276062,-0.0939101,1.92731,0.663028,-0.85149,1.71504,0.995745,0.354983,3.67878,1.49248,0.624402,0.396625,3.44721,0.572,0.86571,1
-0.379237,0.222798,0.221799,1.60039,-0.640781,-0.181062,1.20336,3.60054,-2.69149,-2.59757,-0.929999,-1.36274,0.126821,-1.36825,-0.789993,-1.3892,0.445275,0.277726,1.13986,-4.63023,1.17313,-1.38069,-0.89844,2.7166,2.3366,1.86255,-0.0735276,5.0811,4.2294,6.68388,1
2.93232,-1.2714,-1.60926,1.23512,0.880006,-1.35523,-3.71473,0.2675,-1.59352,4.21339,1.29249,-0.776865,1.24221,2.70284,1.26736,-0.415843,1.03402,0.321185,-0.512655,3.77284,0.786754,1.0799,-0.267594,2.26604,-1.59555,0.272271,0.295153,0.486356,-2.76053,-3.16546,0
0.343286,-0.731999,-0.96984,3.39987,0.663941,-0.479012,2.36204,-0.151663,1.08519,-2.76613,-0.656467,0.230776,0.451559,-0.687979,1.40454,-1.15731,0.381109,1.69157,-0.215351,-2.77325,0.818673,-2.0322,-0.458966,-0.316782,-1.0821,2.38324,1.20813,3.38536,1.19484,3.78816,0
-0.746364,1.13378,0.632427,4.05428,-0.224635,-1.63012,1.24053,0.785675,-0.052417,-1.60421,-0.931305,-0.300772,-0.479211,-0.178184,-0.638913,-0.64812,0.0317212,-1.13202,-0.45304,-2.26778,1.04584,-1.31696,-1.00973,0.522732,-0.864844,2.07653,0.777948,3.3548,0.310963,1.90508,0
-0.481406,0.0544226,0.704718,1.76492,-0.28545,-1.43622,0.351341,2.88671,-2.34748,-1.21863,-1.40687,-1.05014,0.672469,-0.846421,-0.362121,0.0342387,-0.48122,-1.30821,0.223292,-2.98168,0.66168,-0.326281,0.47609,1.83317,1.73294,0.719068,-0.152731,2.65624,1.7233,1.82819,0
-1.59265,-0.216236,0.57626,0.999145,-1.08125,0.891827,-1.22316,-0.388513,-0.52746,0.930463,1.44103,-0.1135,1.34901,1.38824,1.34601,-2.54878,2.53752,-0.0738567,0.252451,1.03695,0.87888,-1.43877,-0.21831,2.18575,-1.57137,2.27634,-0.479534,3.38155,0.800588,3.94944,0
1.7486,-1.12482,1.24984,1.2712,0.709833,-0.74279,-0.247202,2.42071,0.664408,2.0899,-0.225524,-2.88625,1.55528,1.27504,-0.581991,1.48246,-2.73073,-0.0255323,1.98827,1.19953,2.44637,3.87547,2.44484,-1.32037,0.614282,-1.89141,0.48848,-0.734048,-1.90639,-1.62147,0
-0.696206,0.373473,0.638115,0.122085,-0.999685,-0.677179,1.26563,2.81063,-0.682681,-1.06573,0.00930717,-1.60443,-0.91673,-1.15108,-1.50342,1.54026,-2.41406,0.783161,1.21357,-2.36909,0.786099,1.75876,0.357708,-0.659522,2.5181,-1.44814,0.204202,-0.276768,0.953025,0.142684,0
0.152257,-1.30808,-1.27341,0.808683,-0.769801,0.0370512,-1.9648,1.34873,-0.737289,2.77349,0.509469,-1.81371,-0.558387,2.00547,0.697127,-0.740488,0.317813,-1.12298,1.20457,2.15257,1.80712,1.60066,-0.0677662,1.36779,-0.492402,0.0990577,-1.76121,1.4253,-0.871304,0.735661,0
-0.0100697,0.849429,-0.417237,1.92048,0.300143,-1.00414,-0.884164,1.76635,0.0264109,2.12472,0.864934,-2.14655,-0.364524,1.53914,-1.51973,0.549173,-1.34626,-1.8042,1.14288,1.32899,2.05631,2.44675,-0.3216,-0.0811534,-0.241083,-0.623822,0.51554,0.512772,-1.75357,-1.09784,0
1.24322,-1.33842,-0.27434,4.40481,-1.96505,-2.30824,0.487949,2.90086,-3.21238,-2.28621,0.908643,-0.565785,-1.08128,-0.818515,-1.12659,-1.4851,1.07852,-0.364564,-0.652525,-4.41963,0.898593,-2.61356,-1.09991,3.60017,0.679708,3.24058,-0.840861,6.11914,2.61144,4.30483,1
-0.0649071,-0.108556,-0.0493949,-1.19533,0.122739,1.90307,1.30905,-5.0431,3.91571,-0.923302,-0.354195,2.7287,-1.70644,0.0162247,1.3663,-0.767469,1.38804,0.872367,-1.2057,1.9164,-1.53684,-1.88405,1.13328,-2.82061,-3.01425,0.618276,-1.269,-2.20764,-1.17184,-0.488244,1
-0.82164,1.25582,0.157394,4.62457,-0.301481,-2.64118,1.39599,0.291089,3.54438,1.25821,-0.228674,-1.93495,1.96944,1.38517,-1.36344,2.65983,-4.03086,-0.56987,0.481716,1.39108,2.43524,3.64805,-0.460318,-4.18521,-1.87452,-1.55216,0.633044,-1.92862,-4.98001,-5.51135,1
1.58151,0.510087,-0.161496,1.92689,0.107892,-0.93238,-2.01202,1.5997,-1.11944,2.65752,0.598176,-1.768,2.33076,1.97805,-0.727111,-0.512343,0.155466,0.89115,0.696995,1.74314,1.81242,1.38203,0.162651,1.64403,-0.656982,0.405115,-0.817556,1.82181,-1.27842,-0.133246,0
-0.174034,-0.590984,0.510462,2.6682,0.422053,-1.06864,-3.05483,2.46047,-3.95399,1.99871,-0.0952844,-1.30165,0.818836,1.82334,0.961576,-2.66595,2.76465,-0.504236,0.062806,0.18723,1.53683,-1.29373,-0.94624,5.34672,-0.450827,2.91933,1.50914,5.8076,1.20828,3.78216,0
0.615825,0.0679491,0.427344,-0.210286,-1.50156,1.29384,0.75561,-2.25047,3.09455,0.459946,-0.595886,0.306022,0.55209,0.805492,0.912211,-0.181752,-0.121386,-0.994491,0.419912,2.00698,0.393001,0.549276,-0.0117808,-2.43128,-1.88263,-0.275421,0.23807,-1.40712,-1.47426,-0.196919,0
